StAX processor created successfully
Starting file processing
Editors:
Граничная улица - 1
TP13153 - 1
оз. Заворотное - 1
TP13154 - 1
Розовая улица - 1
Детский сад №5 "Звездочка" - 1
TP13159 - 1
Каргасокский район - 1
улица Гуляева - 1
Коррекционная школа №60 - 1
Венгерово — Минино — Верх-Красноярка — Северное (в гр. района) - 1
2-й Алтайский переулок - 1
улица 1-го Декабря - 1
Crystall Hall - 1
Новотандово - 1
с/о Сигнал - 1
�?рменская улица - 1
ПС Марусино - 1
Продсельмаш - 1
Кочетовка - 1
пл. Труда - 1
СЦ "Технополис" - 1
Porsche Центр Новосибирск - 1
Велес - 1
ГПНТБ - 1
Бугриновка - 1
Лозовское - 1
Переход - 1
Каток - 1
3-й Черкасский переулок - 1
Лас-Книгас - 1
3-я улица - 1
ПОЖАРНЫЙ ПОЕЗД ст.БОЛОТНАЯ - 1
Автошкола Профессионал - 1
6-й Чукотский переулок - 1
улица Демьянова - 1
Киоск по продаже зоотоваров. Киоск по продаже колбасных изделий и сыров - 1
Приход в честь иконы божей матери Знамение-Абалацкая - 1
Администрация �?скитимского района - 1
СЭС - 1
Актовый зал ВК�? - 1
Староперуново - 1
Еремино - 1
Саморез - 1
Балман - 1
Павловский сельсовет - 1
1-й переулок Немировича-Данченко - 1
улица Лапина - 1
Корпус №3 (Терапевтический) - 1
Красноселье - 1
3-й переулок Серафимовича - 1
газеты и журналы - 1
Парабельский район - 1
Ланта-Банк, банкомат - 1
Лицей - 1
Умна - 1
Кожевниково-на-Шегарке - 1
Кислородная станция - 1
Катод - 1
Новоизылинка - 1
ФГУ комбинат "Техника" Росрезерва - 1
Пойменное - 1
Обской — Ташара - 1
2953 км - 1
�?нститут систем информатики имени А.П. Ершова - 1
переулок Гагарина - 1
Безродниха - 1
Вестник - 1
федеральный суд - 1
оз. Плотина - 1
Церковь во имя архистратига Михаила - 1
топливозаправка - 1
протока Матвеевская - 1
Ленина - 1
Церковь Евангельских-Христиан Баптистов "�?сточник жизни" - 1
Столичная улица - 1
Ярок - 1
Спорткомплекс НТЖТ - 1
ПС Животновод - 1
Двуозерный - 1
Звенигородская улица - 1
Карасевский переулок - 1
Клинико-диагностический центр СОМЦ ФМБА РФ - 1
Детский сад №46 "Зоренька" - 1
Гончарная улица - 1
Магазин "Рыболов Главный" - 1
Династия - 1
Alt-Park, Официальный дилей SsongYong - 1
Новошилово - 1
Детский сад №78 "Теремок" - 1
Монумент героям войны - 1
Куляба - 1
Осиновая Дубрава - 1
Подстанция «Краснозёрская» - 1
Двуречье - 1
Верхоянская улица - 1
Заельцовское троллейбусное депо №3 - 1
ТЦ МАР�?Я-РА - 1
ДРСУ Советского района - 1
Администрация Борцовского Сельсовета - 1
Галерея бутиков - 1
Заброшенное кладбище деревни Николаевка - 1
�?нженерный �?нститут - 1
Русь ДЮСШ - 1
Помойка - 1
Котельная ЧЗСМ - 1
Павлин - 1
Кучугур - 1
Потанинский переулок - 1
Каменка 1я - 1
Травяная улица - 1
Днепрогэсовская улица - 1
3-й переулок Бестужева - 1
Пятнистые олени - 1
Дзержинское троллейбусное депо - 1
Ладья - 1
Западный подъезд к п. Заозерный - 1
Маршрутное такси №1152 - 1
Белиссимо - 1
подъезд к Шитикову - 1
Чингис - 1
Морской волк - 1
Студенкино - 1
Чаинка - 1
2-я улица Черняховского - 1
подъезд к Новоабышеву - 1
Хмельной бочонок - 1
Отделение платных услуг поликлиники 26 - 1
ТЦ Арбуз - 1
Клён и К - 1
Таймырская улица - 1
Рожковский сельсовет - 1
Чаны — Венгерово — Кыштовка - 1
Плутон - 1
1-й переулок Грекова - 1
Вьюнское сельпо - 1
Botilliani - 1
TP13523 - 1
озеро Каинка - 1
�?нвестСтройПроект - 1
оз. Мелкое - 1
Храм в честь Покрова Пресвятой Богородицы - 1
Падун - 1
озеро Сартлан - 1
Коротоякский элеватор - 1
Ангарная улица - 1
3-я �?звестковая улица - 1
стадион «Фламинго» - 1
Центр детского творчества "Содружество", структурное подразделение "Элерон" - 1
Белый сад - 1
Штурвальная улица - 1
Детский сад № 33 "Тополёк" - 1
СНТ «Сибиряк» - 1
ЖК "Светлая Роща" - 1
Пивной магазин - 1
Кафе Уют - 1
Туалет - 1
Приборовой переулок - 1
оз. Горькое (сол.) - 1
Дзержинский район - 1
Медведи (бурые, гималайский, барибал) - 1
Пятигорская улица - 1
Урюм - 1
Детский сад №238 "Ручеек" - 1
Земировский - 1
оз. Казаткуль - 1
�?ФНС, �?нспекция федеральной налоговой службы по Дзержинскому району - 1
Большеникольское — Покровское - 1
бол. Горелое - 1
